t;x;y;z;vx;vy;vz;a;e;w;i;raan;nu
540;5121546.91740034;2319142.69414294;3311316.04101263;-4754.49149509645;3670.37804066108;5237.76756447883;6794126.64772085;0.0490727685172534;0.00820349170771577;0.959660726893974;-0.000156247192657571;0.660097431590403
570;4975641.31857594;2427735.40344611;3466274.0380258;-4971.37963451062;3568.41702901343;5091.73676901624;6793595.62068573;0.0490073260098729;0.00745424660871957;0.959635599304659;-0.000181401506210741;0.697447438721899
600;4823335.5810626;2533205.46609685;3616759.78746038;-5181.12456721775;3462.23151973816;4939.66069440933;6793062.9752651;0.0489455894206761;0.00658566568828948;0.959610254345825;-0.000208724607374073;0.73483568897674
630;4664847.77589375;2635428.86474986;3762595.83331152;-5383.47735265333;3352.00347270318;4781.80062781327;6792531.85813779;0.0488882090670335;0.0056080565177239;0.959584832422836;-0.000238213586520419;0.772248703703127
660;4500403.19699121;2734287.10894189;3903612.65578807;-5578.20543495764;3237.9192934;4618.42422860559;6792005.33898152;0.0488357685440993;0.00453311772423435;0.959559472407452;-0.000269852451400929;0.809671763282405
690;4330233.86730964;2829667.3600754;4039648.85042091;-5765.09278609783;3120.16927490875;4449.80472589232;6791486.38994737;0.0487887779901156;0.0033737603773951;0.959534310774486;-0.000303612485278058;0.847089089038775
720;4154578.04167996;2921462.53976263;4170551.28324281;-5943.93998325899;2998.94704709545;4276.22012645001;6790977.86681477;0.0487476685885808;0.00214391101217322;0.959509480781182;-0.000339452689488556;0.884484043038688
750;3973679.70828234;3009571.42178783;4296175.22241177;-6114.56422330182;2874.44903571797;4097.95243695473;6790482.49194392;0.0487127883779321;0.000858300140042954;0.959485111694799;-0.000377320303417659;0.921839341933896
780;3787788.09059089;3093898.70802222;4416384.4467599;-6276.79927740892;2746.87393388614;3915.28690401712;6790002.83911325;0.0486843994117541;-0.000467759507765584;0.959461328073185;-0.000417151394374671;0.959137280611889
810;3597157.15153402;3174355.08869585;4531051.33185052;-6430.49538931244;2616.4221880817;3728.51127519695;6789541.32029922;0.0486626762839319;-0.00181860050029861;0.959438249102317;-0.000458871509497392;0.996359961159068
840;3402045.10150922;3250857.28749331;4640056.91421618;-6575.5191207136;2483.29550069773;3537.91508381663;6789100.17442782;0.0486477060045816;-0.00317842937096055;0.959415987994001;-0.000502396381561558;1.03348952252934
870;3202713.91178051;3323328.09199516;4743290.93452917;-6711.75314767121;2347.69635080941;3343.7889600364;6788681.45810041;0.048639489184913;-0.00453155184483212;0.959394651446144;-0.000547632680440688;1.07050836635101
900;2999428.834671;3391696.37003449;4840651.86052506;-6839.09601185282;2209.82753464158;3146.42397029891;6788287.03827152;0.0486379424633452;-0.00586259023791894;0.959374339167255;-0.000594478801937329;1.10739937449604
930;2792457.93184553;3455897.07257863;4932046.89055759;-6957.46183061237;2069.89172695596;2946.11098690197;6787918.58683405;0.048642902081999;-0.00715668896743705;0.959355143466083;-0.000642825685786119;1.14414611436746
960;2582071.6118587;3515871.22377883;5017391.93871072;-7066.7799698847;1928.09106434597;2743.14008911975;6787577.57704677;0.0486541285028348;-0.00839970456649334;0.959337148906605;-0.000692557654804089;1.18073302831629
990;2368542.17802404;3571565.89885725;5096611.60243168;-7166.99468387329;1784.62675120078;2537.79999696691;6787265.28172199;0.0486713119367141;-0.00957837715009796;0.959320432027934;-0.000743553267421625;1.21714560415401
1020;2152143.38754151;3622934.19051999;5169639.11367681;-7258.06472545827;1639.69868888564;2330.3775383911;6786982.77307613;0.0486940786468608;-0.0106804809051158;0.959305061128089;-0.000795686176160841;1.25337052435291
1050;1933150.02270371;3669935.16459831;5236416.274581;-7339.96293116903;1493.50512848321;2121.1571503882;6786730.92413362;0.0487219978807507;-0.0116949518437084;0.95929109611004;-0.000848825985028744;1.28939579219454
1080;1711837.4748877;3712533.80562771;5296893.37867274;-7412.67578445573;1346.24234725254;1910.42041426351;6786510.41156528;0.0487545892812957;-0.0126119917374134;0.959278588387928;-0.00090283909924453;1.32521083380443
1110;1488481.3419289;3750700.95307652;5351029.11865896;-7476.20296085955;1198.10434878906;1698.44562501276;6786321.71983498;0.0487913306290822;-0.0134231478093182;0.959267580850952;-0.000957589561216686;1.36080657567184
1140;1263357.03936818;3784413.22893281;5398790.48180032;-7530.55685852641;1049.28258671073;1485.50739456901;6786165.14652379;0.0488316657720261;-0.0141213683784078;0.959258107882014;-0.0010129398672161;1.39617549787021
1170;1036739.42596229;3813652.95735097;5440152.63388634;-7575.76211733844;899.965711553036;1271.87628845654;6786040.80869836;0.0488750126065801;-0.0147010352034201;0.959250195427938;-0.00106875175974337;1.43131166374713
1200;808902.443752122;3838408.0770479;5475098.79280346;-7611.85512975294;750.339340428905;1057.81849520999;6785948.65018978;0.0489207709850488;-0.0151579737477122;0.959243861117796;-0.00112488699115493;1.46621072732678
1230;580118.772893776;3858672.04712361;5503620.09266734;-7638.88354624589;600.585848897789;843.595527756698;6785888.44965078;0.0489683304359839;-0.0154894429717995;0.959239114425722;-0.00118120805468434;1.50086992005262
1260;350659.501373296;3874443.74696301;5525715.43946435;-7656.90577805735;450.88418439186;629.463955821171;6785859.82926185;0.0490170775984491;-0.0156941065530869;0.959235956874413;-0.0012375788795622;1.53528801879068
1290;120793.809648053;3885727.37085475;5541391.35911761;-7665.99049973312;301.409700465062;415.675168292311;6785862.2639615;0.0490664032855523;-0.0157719876325861;0.959234382275488;-0.00129386548749553;1.56946529721334
1320;-109211.329813937;3892532.31793991;5550661.83885892;-7666.21615375343;152.334011062311;202.475164395665;6785895.09108149;0.0491157091075106;-0.0157244093017407;0.959234377002798;-0.00134993660830828;1.60340346279669
1350;-339091.438191226;3894873.07807844;5553548.16275271;-7657.6704593367;3.82486395063114;-9.89562756700894;6785957.52027432;0.0491644135991444;-0.0155539230770424;0.959235920294821;-0.00140566425306203;1.63710558169797
1380;-568584.801316732;3892769.11419464;5550078.74217939;-7640.44992730753;-143.953967589546;-221.202505211109;6786048.64362775;0.0492119578107121;-0.0152642275758463;0.959238984582311;-0.0014609242434674;1.67057599374486
1410;-797432.726243971;3886244.74163576;5540288.94204619;-7614.65938272347;-290.842775747051;-431.216622142323;6786167.44586879;0.0492578103340666;-0.014860079516025;0.959243535837473;-0.00151559669685668;1.7038202196768
1440;-1025379.78362754;3875329.00504898;5524220.90345231;-7580.4114967675;-436.685992793035;-639.71509448829;6786312.81456826;0.0493014717480123;-0.0143471990267903;0.959249533941039;-0.00156956646641528;1.73684486264227
1470;-1252174.03621613;3860055.55325347;5501923.36349392;-7537.8263292324;-581.332250293877;-846.481085286205;6786483.55026518;0.0493424784773193;-0.0137321710903815;0.959256933063779;-0.00162272353676062;1.76965750578752
1500;-1477567.25379366;3840462.51255489;5473451.47285201;-7487.03088275103;-724.634423898159;-1051.30386813054;6786678.37643903;0.0493804060690218;-0.0130223447453062;0.959265682059154;-0.00167496337531149;1.80226660758223
1530;-1701315.11493595;3816592.35892051;5438866.61176447;-7428.15866976339;-866.449664669411;-1253.97887148129;6786895.94926644;0.049414871897376;-0.0122257314818726;0.959275724863969;-0.00172618724020746;1.83468139632683
1560;-1923177.39597827;3788491.78940411;5398236.20494164;-7361.34929305727;-1006.63941792731;-1454.30770501992;6787134.86710721;0.0494455373152103;-0.011350904058343;0.95928700090414;-0.00177630244581707;1.86691176508273
1590;-2142918.14761142;3756211.59318113;5351633.5359433;-7286.74804057553;-1145.06943054545;-1652.09816941926;6787393.67967265;0.0494721092744386;-0.0104068967682085;0.959299445502848;-0.00182522258711585;1.89896816806793
1620;-2360305.85954321;3719806.52252643;5299137.56149467;-7204.5054950484;-1281.60974763439;-1847.16425086532;6787670.89683717;0.0494943414423202;-0.00940310800166979;0.959312990288595;-0.00187286772442041;1.93086151937217
1650;-2575113.61367688;3679335.16403941;5240832.72617906;-7114.77715888515;-1416.13469951534;-2039.3261016352;6787964.99706111;0.0495120348427754;-0.00834920577151118;0.95932756360089;-0.0019191645301364;1.96260309467201
1680;-2787119.22626929;3634859.81039455;5176808.77790651;-7017.72309464465;-1548.52287986299;-2228.41000799657;6788274.43540007;0.0495250380538099;-0.00725503671793074;0.959343090891517;-0.00196404639931589;1.99420443646941
1710;-2996105.37953964;3586446.33286946;5107160.5845203;-6913.50758129919;-1678.65711586653;-2414.24834665171;6788597.65108222;0.0495332469930256;-0.006130538970262;0.959359495119543;-0.0020074535259261;2.02567726324016
1740;-3201859.74320471;3534164.05487759;5031987.95186711;-6802.29878641013;-1806.42443122643;-2596.67953090307;6788933.07464094;0.0495366043234196;-0.00498565912696669;0.959376697138447;-0.00204933294680942;2.05703338276085
1770;-3404175.08641847;3478085.62670866;4951395.4436223;-6684.26845424706;-1931.71600277114;-2775.5479476699;6789279.13459584;0.0495350985113342;-0.0038302735181653;0.959394616073962;-0.00208963855536576;2.08828460978527
1800;-3602849.38059394;3418286.90165681;4865492.20312834;-6559.59160980347;-2054.42711144376;-2950.70388643528;6789634.26367977;0.0495287625676324;-0.00267411383718082;0.959413169691397;-0.00212833108701238;2.11944268816231
1830;-3797685.8935826;3354846.81369473;4774391.77747291;-6428.44627859185;-2174.45708837336;-3122.00346115277;6789996.90461385;0.0495176725020721;-0.0015266971677953;0.959432274751431;-0.00216537807848366;2.15051921742704
1860;-3988493.27568211;3287847.25683073;4678211.9440032;-6291.01322203802;-2291.70925671061;-3289.30852609046;6790365.51543667;0.0495019455194925;-0.00039726039056413;0.959451847353507;-0.0022007538030153;2.18152558385246
1890;-4175085.63793707;3217372.96626625;4577074.53944409;-6147.47568823936;-2406.09086987164;-3452.48658653907;6790738.57439673;0.0494817379849515;0.000705301076828989;0.959471803266167;-0.00223443918342442;2.21247289592035
1920;-4357282.62318939;3143511.40145225;4471105.29176115;-5998.01917780206;-2517.51304679891;-3611.41070526006;6791114.58442042;0.0494572431833942;0.00177249026543142;0.959492058243789;-0.00226642168504942;2.24337192415367
1950;-4534909.47032594;3066352.63112532;4360433.65488376;-5842.83122443047;-2625.89070481318;-3765.95940549945;6791492.07717015;0.0494286888978796;0.00279626143144891;0.959512528329342;-0.00229669519045318;2.27423304524833
1980;-4707797.07216073;2985989.22038757;4245192.64637948;-5682.10118990385;-2731.14249059675;-3916.01657134394;6791869.61670929;0.0493963348288879;0.00376906868228836;0.959533130142919;-0.00232525985771697;2.30506619044668
2010;-4875782.02737713;2902516.11987863;4125518.68814849;-5516.02007304476;-2833.1907098146;-4061.47134614802;6792245.80279207;0.049360469875828;0.00468391049834463;0.95955378115591;-0.00235212196407644;2.33588079810758
2040;-5038706.68694393;2816030.55707355;4001551.45018555;-5344.78033225574;-2931.96125584813;-4202.21802971426;6792619.27379818;0.0493214093005718;0.00553437017849618;0.959574399950792;-0.00237729373655821;2.36668577044555
2070;-5196419.19540536;2726631.92972636;3873433.69743723;-5168.57572117872;-3027.38353808497;-4338.15597486393;6792988.70933249;0.049279491791726;0.00631465221434544;0.959594906466609;-0.00240079317118407;2.39748943443366
2100;-5348773.52743199;2634421.70146642;3741311.13976371;-4987.60113701271;-3119.3904101781;-4469.18948399191;6793352.83251101;0.0492350764473721;0.00701961457410704;0.959615222230298;-0.00242264384221106;2.4282995068889
2130;-5495629.52000505;2539503.29954261;3605332.28499715;-4802.05248101027;-3207.91809865924;-4595.22770615829;6793710.41195467;0.0491885396932295;0.00764479685130344;0.959635270574088;-0.00244287470277424;2.45912306378371
2160;-5636852.90059223;2441982.01469929;3465648.29507294;-4612.12653066136;-3292.90613226327;-4716.18453522935;6794060.26351272;0.0491402721525672;0.00818644420922266;0.959654976839265;-0.00246151987819844;2.48996651385151
2190;-5772315.31165801;2341964.9031577;3322412.84519481;-4418.02082306382;-3374.29727229483;-4831.97850954284;6794401.25173714;0.0490906754837587;0.00864152702967161;0.959674268566648;-0.00247861845314143;2.52083557657576
2220;-5901894.33183654;2239560.69066692;3175781.98598177;-4219.93354897346;-3452.03744434293;-4942.5327135363;6794732.29112966;0.0490401592010735;0.00900775615606284;0.959693075674156;-0.00249421425363163;2.55173526467058
2250;-6025473.49407997;2134879.6785795;3025914.00853152;-4018.06345702177;-3526.07567162576;-5047.77468174345;6795052.34718234;0.0489891374941613;0.00928359360692492;0.95971133062189;-0.00250835562495917;2.58266987117444
2280;-6142942.30107921;2028033.6518992;2872969.31232381;-3812.60976758723;-3596.36401022569;-5147.63630553081;6795360.43723194;0.0489380260616596;0.00946825862768497;0.959728968565184;-0.00252109520628659;2.61364296128635
2310;-6254196.23823933;1919135.7892401;2717110.27587633;-3603.77209580466;-3662.85748645302;-5242.0537429168;6795655.63114814;0.04888723897442;0.0095617289473172;0.95974592749607;-0.0025324897027464;2.64465736907518
2340;-6359136.78447581;1808300.57463029;2558501.1300557;-3391.75038319788;-3725.51403655731;-5330.9673317863;6795937.05187435;0.0488371855839935;0.00956473711217894;0.959762148373653;-0.00254259965570309;2.67571519918655
2370;-6457671.42108271;1695643.71108641;2397307.83393767;-3176.7448374223;-3784.29444898621;-5414.32150678712;6796203.8758395;0.048788267492185;0.00947876178310441;0.959777575243863;-0.00255148921176927;2.70681783365801
2400;-6549713.6389084;1581282.03587987;2233697.95310173;-2958.95587960642;-3839.16230937419;-5492.06472016889;6796455.33325781;0.0487408755976648;0.00930601390375097;0.959792155349067;-0.00255922589108198;2.73796594393091
2430;-6635182.94405912;1465333.43741046;2067840.54023857;-2738.58409878456;-3890.08394842672;-5564.14936680137;6796690.70833311;0.0486953872357744;0.00904941767797567;0.959805839228011;-0.00256588035526583;2.7691595081176
2460;-6714004.86233566;1347916.77359805;1899906.01794147;-2515.83021291686;-3937.02839285029;-5630.53171358658;6796909.33938275;0.0486521634277463;0.00871258633189705;0.959818580806551;-0.00257152617543693;2.80039783354451
2490;-6786110.94259309;1229151.79169897;1730066.06354708;-2290.89503599663;-3979.96731946368;-5691.17183345814;6797110.61889554;0.0486115462555465;0.00829979268123544;0.959830337479628;-0.00257623960052981;2.83167958454649
2520;-6851438.75919893;1109159.04944988;1558493.49588515;-2063.9794507495;-4018.87501261237;-5746.03354414165;6797293.9935368;0.0485738563784122;0.00781593457615334;0.959841070184889;-0.00258009932616734;2.86300281543624
2550;-6909931.91374994;988059.837438177;1385362.16379209;-1835.28438643357;-4053.72832499515;-5795.08435183102;6797458.96411277;0.0485393907068681;0.00726649535261273;0.959850743468385;-0.00258318626423292;2.89436500851565
2580;-6961540.03619342;865976.102595257;1210846.83623877;-1605.01080125383;-4084.50664199979;-5838.29539991883;6797605.08550525;0.0485084202495423;0.00665749948029037;0.959859325542686;-0.00258558331325016;2.92576311693474
2610;-7006218.78548407;743030.372705995;1035123.09391907;-1373.35966890898;-4111.19184963321;-5875.64142290186;6797731.96658671;0.0484811881474457;0.00599546366050378;0.9598667883378;-0.00258737512962699;2.95719361214055
2640;-7043929.84989324;619345.681825417;858367.222142222;-1140.53196879256;-4133.7683061211;-5907.10070556777;6797839.27012447;0.0484579079095243;0.00528734369182315;0.959873107545166;-0.00258864789977579;2.98865253559378
2670;-7074640.94707321;495045.496491545;680756.104869279;-906.728679374566;-4152.22281724144;-5932.65504755429;6797926.71268194;0.0484387618622384;0.00454047748418883;0.959878262655038;-0.0025894891130833;3.02013555436815
2700;-7098325.82396463;370253.642621527;502467.11973117;-672.150774292953;-4166.5446154469;-5952.28973335816;6797994.06452364;0.0484238998246388;0.00376252466262391;0.959882236987491;-0.00258998733566956;3.05163802018671
2730;-7114964.25662152;245094.232976674;323678.033863939;-436.999220687931;-4176.72534282193;-5965.99350785801;6798041.14952952;0.0484134380189755;0.0029614032569782;0.95988501771725;-0.00259023198484687;3.08315503139433
2760;-7124542.05001421;119691.595080797;144566.900394937;-201.474979314324;-4182.75903791121;-5973.75855740252;6798067.84512335;0.0484074582252161;0.0021452240230702;0.959886595892536;-0.00259031310416527;3.11468149731643
2790;-7127051.03785647;-5829.80052474728;-34688.0445876209;34.2209940303673;-4184.64212644798;-5975.58049650279;6798074.08221844;0.0484060071860859;0.00132222298125383;0.959886966448039;-0.00259032113891303;-3.13697310276626
2820;-7122489.08248944;-131345.411806613;-213908.48475028;269.887746222975;-4182.37341600199;-5971.45836015613;6798059.84518349;0.0484090962673096;0.000500692789684736;0.959886128212125;-0.00259034671192609;-3.10544342357125
2850;-7110860.07484121;-256730.696663424;-392916.126084364;505.324324136459;-4175.95409455915;-5961.39460181649;6798025.17182964;0.0484167013757556;-0.000311086409797466;0.959884083908333;-0.00259048039955195;-3.07392002903226
2880;-7092173.93446684;-381861.18436614;-571532.799499866;740.329772025696;-4165.38773303641;-5945.39509701513;6797970.15341929;0.0484287631361136;-0.001104916025834;0.959880840151159;-0.0025908125076091;-3.04240809584213
2910;-7066446.60966019;-506612.547132866;-749580.563612628;974.703129436543;-4150.68029172768;-5923.46915262386;6797894.93469582;0.0484451873246913;-0.00187274728656009;0.959876407436127;-0.00259143284718424;-3.01091265366389
2940;-7033700.07761479;-630860.671955855;-926881.807893827;1208.24343009818;-4131.84013066846;-5895.62952174115;6797799.71393258;0.0484658455568583;-0.00260674811195456;0.959870800124048;-0.00259243051011512;-2.97943851956886
2970;-6993962.34459752;-754481.732797982;-1103259.35635001;1440.74970225995;-4108.87802389851;-5861.89242416976;6797684.74299825;0.0484905762227147;-0.00329936798267283;0.959864036419398;-0.00259389364401771;-2.94799023449257
3000;-6947267.44608468;-877352.263275225;-1278536.57190082;1672.02097093568;-4081.80717759374;-5822.27757244263;6797550.32743468;0.0485191856636831;-0.00394340023340034;0.959856138342633;-0.00259590922673174;-2.91657200228519
3030;-6893655.44679629;-999349.229940672;-1452537.46161998;1901.85626252102;-4050.6432520296;-5776.80820334106;6797396.82654228;0.0485514495809897;-0.0045320412427127;0.959847131696291;-0.00259856284007955;-2.88518763188881
3060;-6833172.44055048;-1120350.10628434;-1625086.78300348;2130.05461225183;-4015.40438732966;-5725.5111148365;6797224.65346698;0.0485871146654398;-0.00505894604286511;0.959837046024626;-0.00260193844285846;-2.85384048312279
3090;-6765870.54984555;-1240232.94756155;-1796010.15142621;2356.41507497529;-3976.1112329433;-5668.4167083737;6797034.27528158;0.0486259004364898;-0.00551827993046902;0.959825914566555;-0.00260611814301771;-2.82253341650066
3120;-6691807.92506337;-1358876.46656072;-1965134.14894617;2580.73673970883;-3932.78698078715;-5605.55903639904;6796826.21305339;0.0486675012774444;-0.00590476572044475;0.959813774201595;-0.00261118196900607;-2.79126874744044
3150;-6611048.74317308;-1476160.11041951;-2132286.43461175;2802.81874846621;-3885.45740197403;-5536.97585502273;6796601.04188894;0.048711588652612;-0.00621372634956766;0.959800665388483;-0.00261720764031773;-2.76004820516659
3180;-6523663.20580012;-1591964.13859547;-2297295.85642431;3022.46031983418;-3834.15088704281;-5462.70868168808;6796359.39094529;0.0487578134914826;-0.00644112259996648;0.959786632096118;-0.00262427033730903;-2.72887289653743
3210;-6429727.53651042;-1706169.70209495;-2459992.56510424;3239.46077778771;-3778.89848959061;-5382.80285770414;6796101.9433967;0.0488058087244044;-0.00658358577577713;0.959771721726451;-0.00263244247040988;-2.69774327496892
3240;-6329323.97714561;-1818658.92406062;-2620208.12980388;3453.61958623633;-3719.73397319667;-5297.30761548051;6795829.43634407;0.0488551919538494;-0.00663844522576222;0.959755985028901;-0.00264179344890981;-2.66665911456635
3270;-6222540.78302946;-1929314.98181459;-2777775.65590586;3664.73638979863;-3656.69386151412;-5206.27615028413;6795542.6606537;0.0489055682451261;-0.00660375065981142;0.959739476005885;-0.00265238944955887;-2.63561948951975
3300;-6109472.21685158;-2038022.19045;-2932529.90503945;3872.61106130612;-3589.81749139187;-5109.7656963176;6795242.46071063;0.0489565330203179;-0.00647828925650485;0.959722251809;-0.00266429318529073;-2.60462275877
3330;-5990218.54101863;-2144666.08805997;-3084307.41744131;4077.04375654214;-3519.14706887403;-5007.83760689749;6794929.73407117;0.0490076750392568;-0.00626159760138023;0.959704372625403;-0.00267756367444515;-2.57366655590951
3360;-5864886.00824853;-2249133.52268747;-3232946.63678017;4277.83497672472;-3444.72772790845;-4900.55743848803;6794605.43099784;0.0490585794514527;-0.00595396853055795;0.959685901553907;-0.00269225601094396;-2.54274778424663
3390;-5733586.85016762;-2351312.7410749;-3378288.0375569;4474.78563924543;-3366.60759157899;-4787.99503832109;6794270.55385934;0.0491088309030718;-0.00555645298124602;0.959666904470336;-0.00270842113595353;-2.51186261693559
3420;-5596439.26365538;-2451093.47928588;-3520174.25518339;4667.69715717884;-3284.83783565824;-4670.2246353079;6793926.15637708;0.0491580166832397;-0.00507085696961784;0.959647449881638;-0.00272610561165325;-2.48100650205485
3450;-5453567.39466586;-2548367.0552658;-3658450.21883416;4856.3715280778;-3199.47275425832;-4547.32493391999;6793573.34269898;0.0492057298941112;-0.00449973382731658;0.959627608768303;-0.00274535139781611;-2.45017417250547
3480;-5305101.31923952;-2643026.4634002;-3792963.28715456;5040.61143257059;-3110.56982733695;-4419.37921068758;6793213.26628081;0.049251572629276;-0.00384637183101029;0.959607454414629;-0.00276619563200218;-2.41935966059816
3510;-5151177.02140372;-2734966.47112301;-3923563.38689843;5220.22034327392;-3018.18978979458;-4286.47541293309;6792847.12855423;0.0492951591451091;-0.00311477735539678;0.959587062226392;-0.00278867041426008;-2.38855631720096
3540;-4991936.36764467;-2824083.71761796;-4050103.1545562;5395.00264453316;-2922.39670187552;-4148.70625932391;6792476.17736074;0.0493361190096116;-0.00230965366981031;0.959566509535527;-0.00281280259733003;-2.35775683532978
3570;-4827527.07761836;-2910276.81464772;-4172438.0810212;5564.76376349602;-2823.25802056189;-4006.16934179448;6792101.7051299;0.0493741002131066;-0.00143637548266673;0.959545875391436;-0.00283861358344285;-2.32695327807951
3600;-4658102.6907532;-2993446.44953561;-4290426.65932818;5729.31031301849;-2720.84467162394;-3858.96722835083;6791725.04678047;0.0494087722248033;-0.000500959318048741;0.959525240338609;-0.00286611912891029;-2.29613711081314
3630;-4483822.52838166;-3073495.49031412;-4403930.53548271;5888.45024689205;-2615.23112196353;-3707.2075662326;6791347.57732261;0.0494398289787556;0.000489970214639159;0.959504686180296;-0.00289532915780478;-2.26529923754901
3660;-4304851.65102448;-3150329.09304332;-4512814.66238372;6041.99302786865;-2506.49545185949;-3551.00318486697;6790970.70914006;0.0494669917720561;0.00152921822185318;0.959484295728006;-0.00292624758612686;-2.23443004151119
3690;-4121360.81043629;-3223854.81128989;-4616947.45682405;6189.74980894318;-2394.71942669467;-3390.47219800733;6790595.88893124;0.0494900120572648;0.00260906138722426;0.959464152536738;-0.00295887215795916;-2.20351942983267
3720;-3933526.39600839;-3293982.70774464;-4716200.95953488;6331.53362833434;-2279.98856771365;-3225.73810440525;6790224.59428922;0.0495086741100483;0.00372129390638944;0.959444340625884;-0.00299319429520126;-2.1725568824245
3750;-3741530.37511138;-3360625.46794222;-4810450.99821953;6467.15961858018;-2162.39222132873;-3056.92988631931;6789858.32990154;0.0495227975518237;0.00485727752991677;0.959424944185873;-0.00302919896257151;-2.14153150504531
3780;-3545560.22694832;-3423698.51603179;-4899577.35350103;6596.44523013672;-2042.023626459;-2884.18210511715;6789498.62335213;0.0495322397058737;0.00600799576571946;0.95940604727073;-0.00306686454964864;-2.11043208662106
3810;-3345808.8694779;-3483120.1325316;-4983463.92768415;6719.21046983487;-1918.97997935373;-2707.63499317873;6789147.02050945;0.0495368977639564;0.00716411230264808;0.959387733476855;-0.00310616277180306;-2.07924716087543
3840;-3142474.578957;-3538811.57398327;-5061998.9162087;6835.27815451179;-1793.36249531695;-2527.43454125978;6788805.08048726;0.049536710738913;0.00831603371930688;0.959370085608432;-0.00314705859193516;-2.0479650723324
3870;-2935760.90164327;-3590697.19440365;-5135074.9816445;6944.474180089;-1665.27646671458;-2343.73258042341;6788474.37016658;0.0495316611772136;0.009453976534461;0.959353185330073;-0.00318951016499719;-2.01657404674443
3900;-2725876.55719077;-3638704.56841292;-5202589.43005111;7046.62780631804;-1534.83131661056;-2156.68685759764;6788156.458271;0.0495217766038507;0.0105680386356318;0.95933711280742;-0.00323346880731515;-1.98506226597938
