t;x;y;z;vx;vy;vz;a;e;w;i;raan;nu
11490;6546247.40583372;-575676.386922352;-1049726.80609268;1361.47245523512;3488.76926322435;6987.15402265569;6999438.286456;0.0499044833394256;-0.00493986769916346;1.10652105122042;-0.00763381456842945;-0.17240144777197
11520;6583093.16357248;-470683.689013246;-839513.17094577;1094.62381092444;3510.03580455092;7025.66572157649;6999640.25144178;0.0499385868086688;-0.00403030453859873;1.10652742130056;-0.00763496521170663;-0.137564436200749
11550;6611909.44814906;-365116.909522091;-628272.558136449;826.236766173129;3527.03579047835;7055.60895837067;6999798.2793392;0.0499654626823422;-0.00305877059345462;1.1065324001551;-0.00763566245609207;-0.102772511151129
11580;6632655.75313716;-259104.509299483;-416262.867004767;556.688260991861;3539.73954267115;7076.92992175331;6999911.33561029;0.0499847925117318;-0.00204028426833423;1.10653595922251;-0.0076360182594656;-0.0680148916867562
11610;6645302.92664543;-152775.724944695;-203743.380415123;286.358165405284;3548.12503874364;7089.59021749255;6999978.67821527;0.0499963470845362;-0.000990416897469261;1.10653807805045;-0.00763614683480629;-0.03328026813504
11640;6649833.24483417;-46260.3378451887;9025.70011189449;15.6283182172444;3552.1779928584;7093.56701569169;6999999.86439033;0.0499999893163303;7.48915062876177e-05;1.10653874444877;-0.0076361638987281;0.00144302178768195
11670;6646240.45641372;60311.5587608088;221783.722796685;-255.11844538676;3551.89190683675;7088.85313861587;6999974.75470347;0.0499956759787267;0.00113951977838271;1.10653795458096;-0.007636185906622;0.036166813638379
11700;6634529.79787284;166809.793807449;434270.055731266;-525.499271845319;3547.26809138429;7075.4570883503;6999903.51433373;0.0499834582441984;0.00218735472237609;1.10653571299296;-0.007636329281205;0.0709029353477617
11730;6614717.97935295;273104.352610667;646224.556933696;-795.13226721993;3538.31565727682;7053.40301406524;6999786.61155658;0.0499634810412732;0.00320248016013336;1.10653203257903;-0.00763670964135991;0.105663026388991
11760;6586833.14125275;379065.610363381;857388.042517266;-1063.63746957253;3525.05147659609;7022.73061915372;6999624.81345575;0.0499359812275425;0.00416936424894727;1.10652693448508;-0.0076374410381465;0.14045835864567
11790;6550914.78181538;484564.564022363;1067502.75118072;-1330.63781016922;3507.50011434761;6983.49500899558;6999419.17891951;0.0499012846016712;0.00507304337989595;1.1065204479505;-0.00763863520477304;0.175299660632634
11820;6507013.65611514;589473.061706216;1276312.80325561;-1595.76005807958;3485.69373103101;6935.76648057817;6999171.04901519;0.0498598017893018;0.00589930093047963;1.10651261009009;-0.00764040082714054;0.210196946764816
11850;6455191.64702118;693664.028744473;1483564.65259066;-1858.63574292081;3459.67195696296;6879.63025566367;6998882.0348704;0.0498120230514153;0.00663483908868246;1.10650346561851;-0.00764284284131143;0.245159353426079
11880;6395521.60886981;797011.689545145;1689007.52961043;-2118.90205073063;3429.48173937199;6815.18615962927;6998554.00322128;0.0497585120772653;0.00726744190165654;1.10649306651997;-0.00764606176391694;0.28019498365485
11910;6328087.18472312;899391.784481752;1892393.87395545;-2376.20268823832;3395.17716348865;6742.54824851393;6998189.05981694;0.0496998988373984;0.00778612763837746;1.10648147166683;-0.00765015306110642;0.31531076232837
11940;6252982.59822903;1000681.78104041;2093479.75519277;-2630.1887111345;3356.81924904291;6661.84438717811;6997789.53089451;0.049636871585327;0.00818128850163676;1.10646874639074;-0.00765520656116652;0.350512303782784
11970;6170312.42122403;1100761.07851252;2292025.28017812;-2880.51931231228;3314.47572374941;6573.21578181727;6997357.94296105;0.0495701681090822;0.00844481569177061;1.10645496201101;-0.00766130591540462;0.385803793840773
12000;6080191.31833497;1199511.20556828;2487794.98575257;-3126.86256645833;3268.2207755097;6476.81647036223;6996897.00113504;0.0495005663458067;0.00857020782351589;1.10644019532469;-0.00766852811131102;0.42118788822122
12030;5982743.76993824;1296816.01010003;2680558.21556659;-3368.89612780634;3218.13478518667;6372.81277454574;6996409.56631344;0.0494288744836385;0.00855266074058309;1.10642452806357;-0.00767694304139422;0.456665629264041
12060;5878103.77492367;1392561.84078187;2870089.47994049;-3606.30787832033;3164.30404190881;6261.38271761505;6995898.63143799;0.0493559206849953;0.00838913686980324;1.10640804632336;-0.00768661313043504;0.492236382808067
12090;5766414.53478535;1486637.71985164;3056168.79779252;-3838.79652404445;3106.82044294134;6142.71541182111;6995367.29713827;0.0492825425737522;0.00807841241810938;1.10639083997044;-0.00769759302324105;0.527897796900564
12120;5647828.12062243;1578935.50668367;3238582.01979112;-4066.07213783205;3045.78118021567;6017.01041991843;6994818.74702779;0.0492095766353152;0.00762110094706688;1.10637300203183;-0.00770992933430679;0.563645783787714
12150;5522505.12467927;1669350.05178381;3417121.13201584;-4287.85664714414;2981.28841563988;5884.47709496477;6994256.22292456;0.0491378476829293;0.00701965216562197;1.10635462807398;-0.0077236604601155;0.599474526331673
12180;5390614.29808673;1757779.34090213;3591584.53954059;-4503.88426607836;2913.44894732087;5745.33390271816;6993683.00025811;0.0490681585453497;0.00627832516103843;1.1063358155757;-0.00773881645415654;0.635376509622798
12210;5252332.17648437;1844124.62902244;3761777.32948104;-4713.90187124913;2842.37386881415;5599.80773089319;6993102.36391239;0.0490012801299812;0.00540313573653399;1.10631666330103;-0.00775541896409512;0.671342578109409
12240;5107842.69520829;1928290.56405079;3927511.5131751;-4917.66932158201;2768.17822348252;5448.1331894607;6992517.58473783;0.0489379420114825;0.00440177803163469;1.10629727067688;-0.00777348122992199;0.707362018062196
12270;4957336.79572083;2010185.30008678;4088606.24728896;-5114.95972250524;2690.98065598968;5290.55190605886;6991931.89694727;0.0488788236885196;0.00328352115379075;1.10627773718079;-0.00779300814133785;0.743422664640175
12300;4801012.02493811;2089720.60022124;4244888.03376143;-5305.55963541572;2610.90306288329;5127.31182043227;6991348.47658933;0.0488245466407467;0.0020590821283665;1.10625816174345;-0.00781399635209949;0.779511032248666
12330;4639072.12907939;2166811.92886117;4396190.89861375;-5489.26923366016;2528.07024413384;4958.66648163425;6990770.4212702;0.0487756673042987;0.000740477056198886;1.10623864217024;-0.00783643444857586;0.815612466299884
12360;4471726.64361997;2241378.53363745;4542356.54976125;-5665.90240660401;2442.60955739455;4784.87435151802;6990200.7312707;0.0487326710672905;-0.000659147070883056;1.10621927458618;-0.00786030316933686;0.851711313927572
12390;4299190.48087771;2313343.51700186;4683234.51406563;-5835.28681365709;2354.65057663508;4606.19811781206;6989642.29218088;0.048695967367384;-0.0021256969321118;1.10620015290753;-0.00788557567222784;0.887791110694988
12420;4121683.51670313;2382633.89766814;4818682.2539616;-5997.26389038519;2264.32475667994;4422.9040198256;6989097.85914925;0.0486658859518904;-0.00364433041056091;1.1061813683437;-0.00791221784507636;0.923834779895038
12450;3939430.17767562;2449180.66209537;4948565.26407936;-6151.68880906075;2171.7651050535;4235.26118956793;6988570.04281925;0.0486426743377308;-0.0051996633418244;1.10616300893196;-0.00794018865592725;0.959824840695098
12480;3752659.03013513;2512918.80625238;5072757.14836347;-6298.43039619195;2077.10586240014;4043.54101079292;6988061.29700093;0.0486264964845335;-0.00677598148875727;1.10614515910743;-0.00796944053851382;0.995743621145634
12510;3561602.37229972;2573787.36793767;5191139.67826038;-6437.37100971972;1980.48219261116;3848.01649820351;6987573.90810296;0.0486174326700285;-0.00835745364249542;1.10612789931032;-0.00799991980854479;1.03157347196327
12540;3366495.83063737;2631729.44996134;5303602.83260911;-6568.40637868657;1882.02988365239;3648.96169877158;6987109.98632789;0.0486154805333873;-0.00992834177235212;1.10611130563173;-0.00803156710631491;1.06729697702264
12570;3167577.96157454;2686692.23452329;5410044.81992476;-6691.44540826184;1781.88505994964;3446.65111685211;6986671.45861316;0.0486205572300772;-0.0114732043000721;1.10609544949929;-0.00806431786113145;1.10289715664535
12600;2965089.85953714;2738626.98914549;5510372.08381014;-6806.40995305583;1680.18390705415;3241.35916449869;6986260.06328184;0.0486325026217963;-0.0129770888502648;1.10608039740291;-0.00809810277308378;1.13835766005196
12630;2759274.77223071;2787489.06453599;5604499.29226958;-6913.23456167379;1577.06240917934;3033.35963812326;6985877.34635016;0.0486510834077284;-0.0144257112139177;1.1060662106612;-0.00813284830776682;1.17366294372843
12660;2550377.7239787;2833237.88477804;5692349.31172908;-7011.86619545103;1472.65610007373;2822.92522238931;6985524.65942411;0.0486759980891787;-0.0158056177363231;1.10605294522816;-0.00816847719969649;1.20879843293415
12690;2338645.14784954;2875836.93024995;5773853.16659013;-7102.26392427584;1367.09982757494;2610.32702198629;6985203.15910495;0.0487068826489152;-0.0171043288812661;1.10604065153966;-0.00820490896031911;1.24375066411933
12720;2124324.52721697;2915253.71368975;5848949.98516059;-7184.39860234981;1260.52753207557;2395.83412170482;6984913.80781266;0.048743316819415;-0.018310462304017;1.10602937439898;-0.00824206038671781;1.27850740660095
12750;1907664.04731377;2951459.74982421;5917586.93281505;-7258.25252665835;1153.07203902595;2179.71317502028;6984657.37592788;0.0487848308106963;-0.0194138343607478;1.10601915290011;-0.00827984606734568;1.31305776244171
12780;1688912.2572571;2984430.518984;5979719.13324079;-7323.81908083031;1044.86486550016;1962.22802119523;6984434.44514667;0.0488309123683393;-0.0204055395665539;1.10601002038752;-0.00831817888136693;1.34739224406126
12810;1468317.74294488;3014145.42512597;6035309.57862265;-7381.10236695764;936.036040761467;1743.63933073147;6984245.41293727;0.048881014035409;-0.0212780080659028;1.10600200445076;-0.00835697048845774;1.38150282966053
12840;1246128.81114749;3040587.74868076;6084329.02961275;-7430.1168278258;826.713940681467;1524.20427883968;6984090.49798603;0.0489345604978924;-0.0220250416798609;1.105995126952;-0.00839613180620135;1.41538299704085
12870;1022593.1850471;3063744.59463812;6126755.90591876;-7470.88686187659;717.025135793758;1304.17624644821;6983969.74651779;0.0489909559015057;-0.0226418295290679;1.10598940408472;-0.00843557347250541;1.44902773683337
12900;797957.711409691;3083606.83627479;6162576.16832805;-7503.44643308886;607.094252697634;1083.80454814392;6983883.03937697;0.0490495910378146;-0.0231249445917566;1.10598484646117;-0.00847520629076541;1.48243354651517
12930;572468.079511151;3100169.0549207;6191783.19296524;-7527.8386778212;497.043848470257;863.334186324816;6983830.09975724;0.0491098503090434;-0.0234723228357297;1.10598145922669;-0.00851494165579687;1.51559840686703
12960;346368.551879724;3113429.47614764;6214377.63855729;-7544.11551051707;386.994297696464;643.005630747581;6983810.50147036;0.0491711183932067;-0.0236832267634689;1.10597924219843;-0.00855469195885245;1.54852174272808
12990;119901.70686224;3123389.90275289;6230367.30745492;-7552.33723002706;277.063691683638;423.054622571116;6983823.67764932;0.049232786543839;-0.0237581953320264;1.10597819002628;-0.00859437097032853;1.58120437002444
13020;-106691.807028885;3130055.64489617;6239767.00113069;-7552.57212815894;167.367749394435;203.712001929978;6983868.92978512;0.0492942584711928;-0.0236989822612329;1.10597829237361;-0.00863389419904396;1.61364843110041
13050;-333173.50507708;3133435.44773423;6242598.37084453;-7544.89610192239;58.0197396021773;-14.7964419826001;6983945.43700278;0.049354955763975;-0.0235084847326562;1.10597953411562;-0.0086731792272406;1.64585732036881
13080;-559307.288762575;3133541.41688197;6238889.76413625;-7529.39227079591;-50.8695862479577;-232.250099383898;6984052.26548776;0.0494143228222048;-0.0231906644181931;1.10598189555297;-0.00871214602070756;1.6778356022332
13110;-784859.656771758;3130388.94201336;6228676.067772;-7506.15060020677;-159.192051004903;-448.433648014972;6984188.3779808;0.0494718312823905;-0.0227504626703889;1.10598535263849;-0.0087507172136682;1.70958892312719
13140;-1009599.90481753;3123996.61889918;6211998.54773879;-7475.26753228418;-266.842099148496;-663.137142009527;6984352.64326603;0.0495269839257738;-0.0221937115682233;1.10598987721486;-0.00878881836828902;1.74112391937675
13170;-1233300.31450318;3114386.17016223;6188904.68684768;-7436.84562481934;-373.716835046836;-876.156082640018;6984543.84558397;0.0495793180687979;-0.021527042350738;1.10599543726115;-0.00882637820887144;1.77244812242979
13200;-1455736.33148849;3101582.3650141;6159448.02047225;-7390.9931992467;-479.716052685739;-1087.29147206436;6984760.69390836;0.0496284084421702;-0.0207577925967629;1.10600199714631;-0.00886332883097136;1.803569862822
13230;-1676686.7332395;3085612.93822112;6123687.97091583;-7337.82399834698;-584.742257419812;-1296.34985119074;6985001.83103247;0.0496738695709228;-0.0198939133290046;1.10600951788772;-0.00889960588585623;1.83449817406761
13260;-1895933.78666268;3066508.50853061;6081689.68086701;-7277.45685426552;-688.700680289383;-1503.14332276565;6985265.84241763;0.0497153576727669;-0.0189438770421324;1.10601795741311;-0.00893514874085521;1.86524269748404
13290;-2113263.39594079;3044302.49677248;6033523.84637073;-7210.01536733937;-791.49928543931;-1707.48956077214;6985551.2647632;0.0497525720958597;-0.0179165874827534;1.10602727082412;-0.00896990061628604;1.89581358878713
13320;-2328465.24090065;3019031.04383511;5979266.54970927;-7135.62759613331;-893.048771165051;-1909.21180720227;6985856.59426371;0.0497852563199421;-0.0168212918475504;1.10603741066012;-0.00900380869975086;1.92622142713137
13350;-2541332.90625428;2990732.92869899;5918999.09255656;-7054.42575899791;-993.262565098574;-2108.13885724062;6986180.29452484;0.0498131985467702;-0.0156674959186801;1.10604832716088;-0.00903682423868617;1.95647712712128
13380;-2751664.00206249;2959449.48669651;5852807.82973817;-6966.54594738327;-1092.05681403222;-2304.10503386526;6986520.80411591;0.0498362319069615;-0.0144648825235476;1.10605996852677;-0.00906890261212646;1.98659185418803
13410;-2959260.27577646;2925224.52815138;5780784.00389978;-6872.12785106833;-1189.35036886269;-2496.9501528392;6986876.54374145;0.049854234310912;-0.0132232335909442;1.10607228117543;-0.00910000338270113;2.01657694360896
13440;-3163927.71621599;2888104.25753704;5703023.58135832;-6771.31449539845;-1285.06476512027;-2686.51947902997;6987245.92301997;0.0498671279714386;-0.0119523559778458;1.10608520999394;-0.00913009032992827;2.04644382334979
13470;-3365476.64984566;2848137.19327993;5619627.08938227;-6664.2519905631;-1379.12419953055;-2872.66367495793;6987627.34686203;0.0498748786253436;-0.010662011159774;1.1060986985855;-0.00915913146590106;2.07620394082698
13500;-3563721.82970953;2805374.08831991;5530699.45512127;-6551.08929289009;-1471.45550303738;-3055.23874243579;6988019.22144425;0.0498774944803052;-0.00936184881295969;1.10611268950994;-0.00918709903447902;2.10586869362268
13530;-3758482.51738414;2759867.85152797;5436349.84637981;-6431.97797808284;-1561.98811069691;-3234.10595812264;6988419.95977945;0.0498750249124364;-0.00806134426670297;1.10612712451735;-0.0092139694951044;2.13544936413396
13560;-3949582.55830638;2711673.4700692;5336691.51440572;-6307.07202628297;-1650.6540288333;-3409.13180377691;6988827.98688645;0.0498675589386259;-0.00676973976860383;1.10614194477431;-0.00923972349236072;2.16495705810224
13590;-4136850.45082857;2660847.93278739;5231841.63884131;-6176.52761880034;-1737.3877998279;-3580.18789195315;6989241.74456611;0.0498552234864206;-0.00549598948195643;1.10615709108224;-0.00926434581237551;2.19440264694429
13620;-4320119.40934822;2607450.15467713;5121921.17496295;-6040.50294631795;-1822.12646489417;-3747.15088784854;6989659.69579254;0.0498381814828194;-0.00424870812248726;1.10617250408749;-0.00928782532715137;2.22379671379417
13650;-4499227.42185323;2551540.9024986;5007054.70331472;-5899.15802834781;-1904.80952517205;-3909.9024279668;6990080.32873092;0.0498166297819554;-0.00303612313901436;1.10618812448294;-0.00931015492787787;2.25314950316207
13680;-4674017.30221642;2493182.72158079;4887370.28182192;-5752.65454368727;-1985.37890145704;-4068.32903622899;6990502.16039479;0.0497907969502817;-0.00186603034794428;1.10620389320088;-0.00933133144824694;2.28247087412094
13710;-4844336.73756537;2432439.86384968;4762999.30045207;-5601.15567160171;-2063.77889286081;-4222.32203812421;6990923.73995778;0.0497609409266252;-0.000745752943837238;1.10621975159702;-0.00935135557875017;2.31177025694379
13740;-5010038.33104505;2369378.21710897;4634076.33847387;-5444.82594343951;-2139.95613468292;-4371.77747345717;6991343.6517354;0.0497273465732823;0.000317896174612798;1.10623564162568;-0.00937023177289738;2.34105661313131
13770;-5170979.64028137;2304065.23559328;4500739.02434812;-5283.83110436827;-2213.85955575583;-4516.59600821476;6991760.51785403;0.0496903231333094;0.00131864880246847;1.10625150600592;-0.00938796814624629;2.37033839879022
13800;-5327023.21184471;2236569.87180583;4363127.89826973;-5118.3379849069;-2285.4403355091;-4656.68284604052;6992173.00062447;0.0496502016082509;0.00225081256588665;1.10626728837901;-0.00940457636908527;2.39962353134657
13830;-5478036.61200211;2166962.50964544;4221386.27736567;-4948.51438191659;-2354.6518609826;-4791.94763977356;6992579.80463841;0.0496073320698009;0.00310929878932843;1.10628293345703;-0.00942007155355839;2.42891935960259
13860;-5623892.45403674;2095314.89882124;4075660.12354042;-4774.52894870386;-2421.4496840035;-4922.30440347742;6992979.67860602;0.0495620809182948;0.00388964705778387;1.10629838716287;-0.00943447213597128;2.45823263717099
13890;-5764468.42240272;2021700.09054711;3926097.91394813;-4596.55109388185;-2485.79147872708;-5047.6714253553;6993371.41695322;0.049514828100479;0.00458804641481902;1.10631359676184;-0.00944779975496165;2.48756949934465
13920;-5899647.29397269;1946192.37450201;3772850.51405955;-4414.75088862962;-2547.63699972741;-5167.97118191936;6993753.8611972;0.0494659642987099;0.00520135311488642;1.10632851098502;-0.00946007912616667;2.5169354434817
13950;-6029316.95662455;1868867.21703731;3616071.05328059;-4229.29898198583;-2606.94804081106;-5283.13025375544;6994125.90111818;0.0494158881035616;0.00572710482899552;1.10634308014464;-0.00947133791396436;2.54633531300504
13980;-6153370.42540294;1789801.2006067;3455914.80307022;-4040.36652380961;-2663.68839471378;-5393.07924319897;6994486.47574566;0.0493650031817833;0.00616353118735715;1.10635725624166;-0.00948160660081686;2.57577328513099
14010;-6271705.85648002;1709071.96439016;3292539.05749557;-3848.12509504056;-2717.82381382878;-5497.75269421364;6994834.57417632;0.0493137154516068;0.00650956053188817;1.10637099306591;-0.00949091835468994;2.60525286245177
14040;-6384226.55912882;1626758.14607889;3126103.01615439;-3652.74664488881;-2769.32197210348;-5597.08901474175;6995169.23624081;0.0492624302775582;0.00676482274596332;1.10638424628903;-0.00949930889497481;2.63477686850237
14070;-6490841.00591169;1542939.32478416;2956767.66938669;-3454.40343458647;-2818.15242823117;-5691.03040177355;6995489.55303563;0.0492115496971326;0.00692964802962522;1.10639697355046;-0.0095068163572903;2.66434744744111
14100;-6591462.84127516;1457695.96502959;2784695.68569075;-3253.26798733319;-2864.28659025366;-5779.52276936262;6995794.66733578;0.0491614696919546;0.0070050614953452;1.10640913453674;-0.00951348115749722;2.69396606796618
14130;-6686010.88873141;1371109.36178278;2610051.30125177;-3049.51304406975;-2907.69768168184;-5862.51567979508;6996083.77390322;0.049112577516303;0.00699277347338602;1.1064206910546;-0.00951934585521214;2.72363353157652
14160;-6774409.15679589;1283261.58647939;2433000.2114858;-2843.31152471612;-2948.3607092318;-5939.9622781026;6996356.11970531;0.0490652490961345;0.00689516543640584;1.10643160709781;-0.00952445501706754;2.7533499852646
14190;-6856586.8438395;1194235.43398968;2253709.46449593;-2634.83649451282;-2986.25243226579;-6011.81923009202;6996611.00405654;0.0490198465119628;0.00671527148034716;1.10644184890839;-0.009528855079924;2.78311493870125
14220;-6932478.34200309;1104114.37047533;2072347.35633283;-2424.26113510724;-3021.35133401951;-6078.04666404861;6996847.77869617;0.0489767155790784;0.00645675533260354;1.10645138503216;-0.00953259421420426;2.81292728593848
14250;-7002023.24031127;1012982.48208162;1889083.32794737;-2211.75872002953;-3053.63759468957;-6138.60811625492;6997065.84781348;0.0489361835386661;0.00612388289823573;1.10646018636915;-0.00953572218748349;2.84278533161663
14280;-7065166.32711192;920924.424408323;1704087.86371868;-1997.50259420574;-3083.09306644795;-6193.47048045301;6997264.66803145;0.0488985568732997;0.00572149040014859;1.10646822621889;-0.00953829022843868;2.87268682161684
14310;-7121857.59195735;828025.372700411;1517532.39143796;-1781.66615715924;-3109.7012504438;-6242.60396136476;6997443.74835883;0.0488641192601073;0.00525494821846412;1.10647548032103;-0.00954035089122976;2.90262897805044
14340;-7172052.22703239;734370.972698292;1329589.18362428;-1564.42284955399;-3133.44727584642;-6285.98203237212;6997602.65011965;0.0488331296745376;0.00473012058700337;1.10648192689124;-0.00954195792035808;2.93260853842414
14370;-7215710.6282247;640047.292085483;1140431.26004665;-1345.94614273679;-3154.31788097768;-6323.58139744763;6997740.98686847;0.0488058206571425;0.00415332135918121;1.10648754665293;-0.0095431661160236;2.9626217987657
14400;-7252798.39592204;545140.772470456;950232.291323231;-1126.40953093804;-3172.30139657613;-6355.38195741404;6997858.42429863;0.0487823967551052;0.00353126611065237;1.10649232286462;-0.00954403119997988;2.99266466043915
14430;-7283286.33561121;449738.181838101;759166.50346712;-905.986525793228;-3187.38773123017;-6381.3667806015;6997954.68014986;0.0487630331493593;0.0028710209000128;1.10649624134342;-0.00954460968186598;3.02273268032539
14460;-7307150.45834327;353926.567405258;567408.583245583;-684.850652849783;-3199.56835901224;-6401.52207796027;6998029.52412099;0.0487478744771142;0.00217994806027249;1.10649929048452;-0.00954495872597847;3.05282112399174
14490;-7324371.98111957;257793.208813856;375133.584218541;-463.175449725964;-3208.83630934132;-6415.83718267755;6998082.77779235;0.0487370338583899;0.0014656494412248;1.10650146127703;-0.00954513601843094;3.08292502142737
14520;-7334937.32724317;161425.571594472;182516.83332045;-241.134465590174;-3215.18615909625;-6424.30453433739;6998114.3145616;0.0487305921338089;0.00073590756472301;1.1065027473161;-0.0095451996346372;3.11303922487896
14550;-7338838.12667031;64911.2608324899;-10266.1621511311;-18.9012616305492;-3218.61402699794;-6426.91966765354;6998124.05959623;0.0487285973193983;-1.37480997116327e-06;1.10650314481146;-0.00954520790704446;-3.14002683889333
14580;-7336071.21638677;-31662.0250314112;-203039.807277834;203.350587814241;-3219.11757027415;-6423.68120579654;6998111.98980445;0.0487310642825779;-0.000738236186395954;1.10650265259246;-0.00954521929303559;-3.10990787938983
14610;-7326638.64082384;-128206.540335075;-395628.512131664;425.447493791402;-3216.695983616;-6414.59085832734;6998078.13382609;0.0487379746418161;-0.00146671835376753;1.10650127210967;-0.0095452922429149;-3.07979452441538
14640;-7310547.65231926;-224634.538331826;-587856.784393354;647.215851265662;-3211.3500004314;-6399.65342374128;6998022.57204356;0.0487492768907392;-0.00217892838051894;1.10649900743287;-0.0095454850678897;-3.04969203035695
14670;-7287810.71161799;-320858.317399494;-779549.322116134;868.482037974311;-3203.08189639611;-6378.87679661779;6997945.43661266;0.0487648867457285;-0.00286710002700175;1.10649586524571;-0.00954585580795974;-3.01960552894362
14700;-7258445.48839857;-416790.267390404;-970531.10677293;1089.07241393417;-3191.89549529888;-6352.27197936235;6997846.91151174;0.0487846877143332;-0.00352365403599816;1.1064918548367;-0.00954646209962937;-2.98953996795603
14730;-7222474.8618002;-512342.916191035;-1160627.49672444;1308.81332192993;-3177.79617717302;-6319.85309851877;6997727.23260711;0.048808531880159;-0.004141256779153;1.10648698808673;-0.00954736104336251;-2.95950005359016
14760;-7179926.92091641;-607428.976559777;-1349664.32124476;1527.53108931432;-3160.79088870208;-6281.63742562085;6997586.68773161;0.0488362408983133;-0.00471287676551718;1.10648127945284;-0.00954860907070708;-2.92949019497269
14790;-7130834.9652109;-701961.393310763;-1537467.97524015;1745.05203145245;-3140.88815588291;-6237.64540254341;6997425.61677238;0.0488676071940027;-0.00523183855437151;1.1064747459483;-0.00955026181102664;-2.89951445128895
14820;-7075237.5048012;-795853.3909112;-1723865.51479524;1961.20245714403;-3118.09809892487;-6187.90067130324;6997244.41176319;0.0489023953555507;-0.00569187365696109;1.10646740711871;-0.00955237395778802;-2.86957648194223
14850;-7013178.26054577;-889018.521558891;-1908684.75367924;2175.80867635999;-3092.43244935886;-6132.43010825087;6997043.51697547;0.0489403437119013;-0.00608716805973483;1.10645928501414;-0.00955499913436949;-2.8396795001152
14880;-6944706.16386008;-981370.713805792;-2091754.36094298;2388.69701063188;-3063.90456932498;-6071.26386258359;6996823.42900171;0.0489811660836564;-0.0064124060534013;1.10645040415705;-0.00955818975937095;-2.8098262300523
14910;-6869875.35617697;-1072824.32179243;-2272903.95973511;2599.69380643565;-3032.5294730023;-6004.43539909976;6996584.69682361;0.0490245536958398;-0.00666281010630969;1.1064407915058;-0.00956199691142724;-2.78001886832794
14940;-6788745.18795626;-1163294.17515683;-2451964.22746345;2808.62545191402;-2998.32385013854;-5931.98154510291;6996327.92185691;0.0490701772399133;-0.00683417657560038;1.10643047641358;-0.0095664701935483;-2.75025904931015
14970;-6701380.21713823;-1252695.62968023;-2628766.99742443;3015.31839728481;-2961.30609163178;-5853.94254135238;6996053.7579635;0.0491176890720547;-0.00692290710405394;1.10641949058259;-0.0095716575970346;-2.72054781497511
15000;-6607850.20692529;-1340944.61873035;-2803145.3620203;3219.599179286;-2921.49631710981;-5770.36209694451;6995762.91142095;0.0491667255343976;-0.006926035602627;1.10640786801307;-0.00957760536504376;-2.69088558917543
15030;-6508230.12276521;-1427957.7055613;-2974933.77768017;3421.29445001106;-2878.91640444646;-5681.28744799512;6995456.14083835;0.0492169093857185;-0.00684125076794552;1.10639564494715;-0.00958435785591404;-2.66127215641626
15060;-6402600.12839906;-1513652.13652713;-3143968.17159671;3620.23101049182;-2833.59002114691;-5586.76941997986;6995134.25700689;0.0492678523280329;-0.0066669141283593;1.10638285980708;-0.00959195740638318;-2.63170664514844
15090;-6291045.5808259;-1597945.89526409;-3310086.05038606;3816.23584938894;-2785.54265752668;-5486.86249357363;6994798.12267228;0.0493191576156142;-0.00640207365152504;1.10636955312766;-0.00960044419487516;-2.60218751554867
15120;-6173657.02402567;-1680757.75789409;-3473126.61077311;4009.13618715298;-2734.80166160109;-5381.62487381468;6994448.65221577;0.0493704227331055;-0.00604647297967425;1.10635576748261;-0.00960985610506629;-2.5727125517235
15150;-6050530.18127053;-1762007.34929942;-3632930.85239937;4198.75952602197;-2681.39627559341;-5271.1185624015;6994086.81122936;0.0494212421296148;-0.00560055638544859;1.10634154740446;-0.00962022858997994;-2.54327885824693
15180;-5921765.9458442;-1841615.20051572;-3789341.69284394;4384.93370622332;-2625.35767396107;-5155.40943291282;6993713.61597021;0.0494712099959386;-0.00506546956108342;1.1063269392979;-0.00963159453690336;-2.51388286092151
15210;-5787470.36997755;-1919502.80728712;-3942204.0849423;4567.48696875005;-2566.71900282963;-5034.56730872142;6993330.13267852;0.0495199230723275;-0.00444305636685679;1.10631199134603;-0.00964398413346191;-2.48452031163956
15240;-5647754.65179761;-1995592.68982407;-4091365.13647965;4746.24802508222;-2505.51542071424;-4908.66604335254;6992937.47674238;0.0495669834744521;-0.00373585167105667;1.10629675340954;-0.00965742473523466;-2.45518629721472
15270;-5502735.12007615;-2069808.45380044;-4236674.23232841;4921.04613422513;-2441.78414039738;-4777.78360301535;6992536.81169268;0.0496120015254402;-0.00294707041373587;1.10628127691818;-0.00967194073534153;-2.42587525205367
15300;-5352533.21655274;-2142074.85262262;-4377983.15909059;5091.71118743527;-2375.5644718204;-4642.00215101365;6992129.34801044;0.0496545985819958;-0.00208059302049379;1.10626561475466;-0.00968755343648283;-2.39658097454416
15330;-5197275.47559601;-2212317.85099855;-4515146.2322967;5258.07380100361;-2306.89786583437;-4501.40813371727;6991716.34172866;0.0496944098426592;-0.00114094728127841;1.10624982113038;-0.00970428092596351;-2.36729664704589
15360;-5037093.50095606;-2280464.68983018;-4648020.426203;5419.96541746315;-2235.82795864288;-4356.0923677503;6991299.09281036;0.0497310871262191;-0.000133286793228373;1.10623395145295;-0.00972213795428517;-2.33801485938738
15390;-4872123.93934971;-2346443.9524473;-4776465.50621795;5577.21841558356;-2162.40061675614;-4206.15012802525;6990878.94328444;0.0497643016081003;0.000936633953115513;1.1062180621853;-0.00974113581794342;-2.3087276357906
